id,split
5713,train
5714,test
5715,validation
5716,train
5717,test
5718,train
5719,train
5720,validation
5721,train
5722,train
5723,test
5724,train
5725,train
5726,train
5727,validation
5728,validation
5729,train
5730,test
5731,train
5732,train
5733,train
5734,train
5735,train
5736,train
5737,train
5738,validation
5739,test
5740,train
5741,test
5742,validation
5743,train
5744,validation
5745,test
5746,train
5747,train
5748,validation
5749,train
5750,test
5751,test
5752,train
5753,train
5754,validation
5755,train
5756,train
5757,train
5758,train
5759,train
5760,train
5761,test
5762,test
5763,test
5764,test
5765,test
5766,train
5767,test
5768,validation
5769,test
5770,train
5771,train
5772,validation
5773,train
5774,train
5775,train
5776,validation
5777,train
5778,test
5779,train
5780,train
5781,train
5782,train
5783,train
5784,train
5785,train
5786,train
5787,test
5788,validation
5789,train
5790,test
5791,train
5792,train
5793,train
5794,train
5795,train
5796,test
5797,train
5798,train
5799,train
5800,train
5801,train
5802,train
5803,test
5804,train
5805,test
5806,train
5807,validation
5808,train
5809,train
5810,train
5811,validation
5812,train
5813,train
5814,test
5815,validation
5816,train
5817,train
5818,train
5819,train
5820,train
5821,train
5822,train
5823,test
5824,test
5825,train
5826,validation
5827,validation
5828,test
5829,train
5830,train
5831,train
5832,train
5833,train
5834,train
5835,validation
5836,train
5837,validation
5838,train
5839,train
5840,test
5841,train
5842,test
5843,validation
5844,test
5845,validation
5846,train
5847,train
5848,train
5849,validation
5850,train
5851,train
5852,test
5853,train
5854,train
5855,train
5856,train
5857,train
5858,train
5859,validation
5860,train
5861,train
5862,validation
5863,train
5864,train
5865,train
5866,train
5867,test
5868,train
5869,validation
5870,train
5871,train
5872,train
5873,test
5874,train
5875,train
5876,test
5877,validation
5878,validation
5879,train
5880,train
5881,train
5882,train
5883,validation
5884,validation
5885,train
5886,train
5887,train
5888,test
5889,train
5890,train
5891,train
5892,train
5893,train
5894,test
5895,train
5896,validation
5897,validation
5898,train
5899,train
5900,train
5901,validation
5902,train
5903,train
5904,train
5905,train
5906,validation
5907,validation
5908,validation
5909,test
5910,test
5911,train
5912,train
5913,train
5914,test
5915,test
5916,train
5917,train
5918,train
5919,train
5920,train
5921,train
5922,test
5923,train
5924,train
5925,validation
5926,train
5927,validation
5928,validation
5929,validation
5930,test
5931,train
5932,test
5933,train
5934,train
5935,validation
5936,test
5937,validation
5938,validation
5939,validation
5940,validation
5941,test
5942,train
5943,train
5944,train
5945,train
5946,test
5947,test
5948,validation
5949,test
5950,train
5951,validation
5952,train
5953,train
5954,validation
5955,test
5956,train
5957,test
5958,validation
5959,test
5960,train
5961,train
5962,train
5963,train
5964,train
5965,test
5966,validation
5967,train
5968,train
5969,test
5970,validation
5971,train
5972,test
5973,train
5974,train
5975,train
5976,test
5977,validation
5978,train
5979,test
5980,validation
5981,test
5982,train
5983,train
5984,train
5985,test
5986,train
5987,test
5988,test
5989,test
5990,train
5991,train
5992,train
5993,train
5994,train
5995,train
5996,train
5997,train
5998,train
5999,train
6000,train
6001,train
6002,train
6003,train
6004,train
6005,train
6006,train
6007,train
6008,validation
6009,train
6010,train
6011,validation
6012,train
6013,test
6014,test
6015,validation
6016,train
6017,validation
6018,validation
6019,validation
6020,train
6021,train
6022,train
6023,validation
6024,test
6025,train
6026,test
6027,train
6028,train
6029,train
6030,validation
6031,train
6032,train
6033,train
6034,train
6035,train
6036,train
6037,train
6038,test
6039,train
6040,train
6041,train
6042,train
6043,train
6044,train
6045,train
6046,train
6047,test
6048,train
6049,train
6050,train
6051,validation
6052,train
6053,train
6054,train
6055,train
6056,validation
6057,train
6058,train
6059,validation
6060,test
6061,test
6062,test
6063,train
6064,train
6065,train
6066,test
6067,train
6068,test
6069,test
6070,test
6071,train
6072,train
6073,test
6074,train
6075,train
6076,train
6077,test
6078,train
6079,train
6080,train
6081,train
6082,train
6083,validation
6084,train
6085,train
6086,test
6087,train
6088,train
6089,train
6090,test
6091,train
6092,validation
6093,train
6094,train
6095,test
6096,train
6097,validation
6098,train
6099,train
6100,validation
6101,train
6102,train
6103,test
6104,train
6105,train
6106,train
6107,test
6108,train
6109,train
6110,test
6111,train
6112,train
6113,train
6114,validation
6115,train
6116,train
6117,validation
6118,train
6119,test
6120,test
6121,train
6122,validation
6123,validation
6124,train
6125,train
6126,train
6127,validation
6128,train
6129,train
6130,test
6131,train
6132,train
6133,train
6134,test
6135,train
6136,test
6137,train
6138,train
6139,train
6140,train
6141,test
6142,train
6143,train
6144,train
6145,train
6146,train
6147,train
6148,train
6149,train
6150,train
6151,train
6152,test
6153,train
6154,validation
6155,validation
6156,test
6157,train
6158,validation
6159,validation
6160,validation
6161,test
6162,test
6163,test
6164,validation
6165,train
6166,test
6167,train
6168,test
6169,train
6170,train
6171,train
6172,train
6173,train
6174,test
6175,train
6176,test
6177,train
6178,test
6179,test
6180,train
6181,validation
6182,train
6183,train
6184,validation
6185,validation
6186,test
6187,train
6188,train
6189,train
6190,train
6191,train
6192,validation
6193,train
6194,validation
6195,train
6196,train
6197,train
6198,train
6199,test
6200,train
6201,train
6202,test
6203,train
6204,train
6205,validation
6206,train
6207,validation
6208,train
6209,train
6210,train
6211,validation
6212,test
6213,validation
6214,train
6215,train
6216,test
6217,validation
6218,test
6219,train
6220,validation
6221,validation
6222,validation
6223,test
6224,train
6225,train
6226,train
6227,train
6228,test
6229,test
6230,train
6231,train
6232,train
6233,train
6234,train
6235,train
6236,train
6237,test
6238,test
6239,train
6240,test
6241,train
6242,test
6243,train
6244,test
6245,test
6246,train
6247,validation
6248,validation
6249,train
6250,validation
6251,train
6252,test
6253,train
6254,train
6255,train
6256,train
6257,train
6258,train
6259,validation
6260,validation
6261,validation
6262,test
6263,validation
6264,test
6265,train
6266,train
6267,validation
6268,train
6269,train
6270,train
6271,train
6272,test
6273,test
6274,train
6275,train
6276,train
6277,test
6278,train
6279,train
6280,train
6281,train
6282,validation
6283,train
6284,train
6285,test
6286,train
6287,train
6288,test
6289,train
6290,train
6291,validation
6292,validation
6293,validation
6294,train
6295,train
6296,train
6297,train
6298,validation
6299,train
6300,train
6301,train
6302,train
6303,train
6304,validation
6305,test
6306,train
6307,test
6308,train
6309,test
6310,train
6311,train
6312,train
6313,train
6314,validation
6315,test
6316,test
6317,train
6318,train
6319,train
6320,test
6321,train
6322,train
6323,train
6324,train
6325,validation
6326,train
6327,validation
6328,validation
6329,test
6330,train
6331,train
6332,train
6333,train
6334,train
6335,test
6336,test
6337,train
6338,test
6339,train
6340,train
6341,train
6342,test
6343,train
6344,train
6345,validation
6346,train
6347,train
6348,test
6349,validation
6350,validation
6351,train
6352,test
6353,test
6354,test
6355,test
6356,test
6357,train
6358,train
6359,validation
6360,train
6361,train
6362,train
6363,train
6364,train
6365,train
6366,train
6367,test
6368,train
6369,train
6370,train
6371,test
6372,train
6373,validation
6374,test
6375,test
6376,validation
6377,train
6378,train
6379,train
6380,train
6381,validation
6382,train
6383,test
6384,validation
6385,train
6386,test
6387,test
6388,train
6389,train
6390,train
6391,test
6392,train
6393,validation
6394,validation
6395,train
6396,test
6397,train
6398,test
6399,train
6400,train
6401,train
6402,train
6403,validation
6404,test
6405,validation
6406,validation
6407,train
6408,train
6409,validation
6410,train
6411,train
6412,test
6413,train
6414,validation
6415,test
6416,validation
6417,train
6418,train
6419,train
6420,train
6421,train
6422,train
6423,train
6424,test
6425,validation
6426,test
6427,train
6428,test
6429,train
6430,validation
6431,test
6432,train
6433,validation
6434,train
6435,train
6436,train
6437,test
6438,train
6439,train
6440,train
6441,train
6442,train
6443,test
6444,validation
6445,train
6446,validation
6447,validation
6448,train
6449,train
6450,train
6451,test
6452,test
6453,train
6454,train
6455,train
6456,test
6457,validation
6458,validation
6459,train
6460,validation
6461,validation
6462,train
6463,train
6464,test
6465,train
6466,validation
6467,validation
6468,train
6469,validation
6470,train
6471,test
6472,validation
6473,train
6474,test
6475,train
6476,train
6477,train
6478,train
6479,train
6480,train
6481,train
6482,train
6483,train
6484,train
6485,validation
6486,train
6487,test
6488,validation
6489,train
6490,test
6491,train
6492,test
6493,train
6494,test
6495,train
6496,test
6497,test
6498,test
6499,test
6500,validation
6501,validation
6502,train
6503,validation
6504,train
6505,train
6506,train
6507,train
6508,train
6509,train
6510,train
6511,train
6512,train
6513,validation
6514,validation
6515,test
6516,test
6517,train
6518,validation
6519,train
6520,train
6521,train
6522,validation
6523,validation
6524,test
6525,test
6526,test
6527,train
6528,train
6529,train
6530,test
6531,validation
6532,validation
6533,validation
6534,validation
6535,train
6536,train
6537,test
6538,test
6539,train
6540,validation
6541,train
6542,train
6543,train
6544,validation
6545,validation
6546,train
6547,train
6548,test
6549,train
6550,train
6551,train
6552,train
6553,train
6554,train
6555,test
6556,train
6557,train
6558,validation
6559,train
6560,test
6561,train
6562,train
6563,validation
6564,test
6565,test
6566,test
6567,train
6568,train
6569,train
6570,test
6571,validation
6572,test
6573,test
6574,validation
6575,train
6576,validation
6577,validation
6578,train
6579,train
6580,train
6581,train
6582,train
6583,test
6584,validation
6585,validation
6586,validation
6587,test
6588,validation
6589,validation
6590,test
6591,train
6592,test
6593,validation
6594,test
6595,validation
6596,train
6597,train
6598,validation
6599,train
6600,test
6601,train
6602,validation
6603,train
6604,test
6605,train
6606,validation
6607,train
6608,train
6609,test
6610,train
6611,train
6612,train
6613,train
6614,train
6615,train
6616,train
6617,train
6618,validation
6619,validation
6620,train
6621,train
6622,test
6623,train
6624,train
6625,train
6626,validation
6627,train
6628,validation
6629,train
6630,train
6631,train
6632,validation
6633,train
6634,test
6635,train
6636,train
6637,train
6638,train
6639,train
6640,validation
6641,train
6642,train
6643,train
6644,train
6645,train
6646,train
6647,train
6648,train
6649,validation
6650,train
6651,train
6652,train
6653,train
6654,test
6655,test
6656,test
6657,test
6658,test
6659,validation
6660,validation
6661,train
6662,train
6663,train
6664,validation
6665,train
6666,test
6667,train
6668,train
6669,train
6670,train
6671,test
6672,train
6673,train
6674,train
6675,train
6676,train
6677,train
6678,train
6679,test
6680,train
6681,train
6682,validation
6683,validation
6684,validation
6685,train
6686,train
6687,train
6688,train
6689,train
6690,train
6691,train
6692,validation
6693,train
6694,train
6695,test
6696,train
6697,train
6698,train
6699,train
6700,test
6701,train
6702,train
6703,train
6704,train
6705,train
6706,train
6707,train
6708,validation
6709,train
6710,train
6711,train
6712,test
6713,train
6714,train
6715,train
6716,train
6717,validation
6718,test
6719,validation
6720,validation
6721,validation
6722,train
6723,test
6724,validation
6725,test
6726,validation
6727,validation
6728,train
6729,train
6730,test
6731,train
6732,test
6733,test
6734,train
6735,test
6736,train
6737,test
6738,test
6739,test
6740,train
6741,validation
6742,validation
6743,train
6744,validation
6745,test
6746,test
6747,validation
6748,test
6749,train
6750,train
6751,test
6752,test
6753,test
6754,train
6755,train
6756,train
6757,train
6758,train
6759,train
6760,test
6761,train
6762,test
6763,train
6764,validation
6765,train
6766,train
6767,train
6768,validation
6769,train
6770,validation
6771,train
6772,train
6773,train
6774,train
6775,train
6776,train
6777,train
6778,train
6779,train
6780,train
6781,train
6782,test
6783,train
6784,validation
6785,train
6786,train
6787,train
6788,validation
6789,train
6790,test
6791,validation
6792,test
6793,train
6794,test
6795,train
6796,validation
6797,train
6798,validation
6799,train
6800,validation
6801,train
6802,train
6803,validation
6804,test
6805,train
6806,train
6807,train
6808,train
6809,test
6810,train
6811,test
6812,train
6813,train
6814,train
6815,train
6816,train
6817,test
6818,train
6819,validation
6820,test
6821,validation
6822,test
6823,validation
6824,train
6825,train
6826,train
6827,train
6828,train
6829,train
6830,train
6831,train
6832,validation
6833,train
6834,train
6835,test
6836,test
6837,validation
6838,train
6839,train
6840,train
6841,train
6842,train
6843,train
6844,validation
6845,validation
6846,validation
6847,train
6848,train
6849,train
6850,test
6851,validation
6852,validation
6853,train
6854,test
6855,train
6856,train
6857,train
6858,test
6859,test
6860,train
6861,train
6862,train
6863,train
6864,validation
6865,train
6866,train
6867,validation
6868,test
6869,train
6870,train
6871,train
6872,train
6873,test
6874,validation
6875,validation
6876,test
6877,train
6878,train
6879,train
6880,train
6881,validation
6882,train
6883,test
6884,train
6885,train
6886,train
6887,train
6888,train
6889,train
6890,train
6891,train
6892,train
6893,validation
6894,train
6895,test
6896,validation
6897,validation
6898,validation
6899,test
6900,validation
6901,validation
6902,train
6903,test
6904,train
6905,train
6906,train
6907,train
6908,test
6909,test
6910,train
6911,validation
6912,validation
6913,validation
6914,train
6915,train
6916,train
6917,train
6918,train
6919,validation
6920,train
6921,test
6922,train
6923,validation
6924,train
6925,train
6926,train
6927,train
6928,train
6929,test
6930,validation
6931,train
6932,train
6933,train
6934,test
6935,train
6936,train
6937,train
6938,train
6939,test
6940,train
6941,train
6942,validation
6943,test
6944,train
6945,train
6946,train
6947,test
6948,train
6949,train
6950,train
6951,train
6952,test
6953,train
6954,train
6955,train
6956,train
6957,train
6958,validation
6959,train
6960,test
6961,train
6962,test
6963,train
6964,train
6965,validation
6966,train
6967,validation
6968,train
6969,train
6970,test
6971,train
6972,train
6973,train
6974,train
6975,validation
6976,train
6977,train
6978,test
6979,train
6980,train
6981,train
6982,train
6983,train
6984,train
6985,validation
6986,test
6987,train
6988,train
6989,test
6990,test
6991,test
6992,train
6993,test
6994,train
6995,validation
6996,test
6997,train
6998,test
6999,train
7000,train
7001,train
7002,test
7003,test
7004,train
7005,test
7006,train
7007,test
7008,test
7009,train
7010,test
7011,test
7012,validation
7013,validation
7014,train
7015,train
7016,train
7017,train
7018,test
7019,train
7020,validation
7021,train
7022,train
7023,train
7024,test
7025,test
7026,validation
7027,validation
7028,train
7029,validation
7030,train
7031,validation
7032,train
7033,test
7034,train
7035,train
7036,train
7037,train
7038,train
7039,test
7040,test
7041,train
7042,validation
7043,train
7044,validation
7045,train
7046,test
7047,train
7048,train
7049,test
7050,train
7051,validation
7052,validation
7053,train
7054,validation
7055,test
7056,train
7057,train
7058,train
7059,test
7060,train
7061,test
7062,train
7063,train
7064,validation
7065,train
7066,train
7067,train
7068,test
7069,train
7070,train
7071,test
7072,train
7073,test
7074,validation
7075,validation
7076,validation
7077,train
7078,train
7079,train
7080,train
7081,validation
7082,train
7083,train
7084,train
7085,train
7086,train
7087,train
7088,train
7089,test
7090,train
7091,test
7092,test
7093,test
7094,train
7095,test
7096,train
7097,train
7098,train
7099,train
7100,train
7101,validation
7102,train
7103,train
7104,test
7105,validation
7106,train
7107,train
7108,validation
7109,train
7110,validation
7111,train
7112,validation
7113,train
7114,train
7115,test
7116,validation
7117,train
7118,validation
7119,train
7120,train
7121,train
7122,test
7123,test
7124,train
7125,train
7126,train
7127,test
7128,train
7129,train
7130,validation
7131,train
7132,test
7133,test
7134,train
7135,train
7136,train
7137,train
7138,train
7139,test
7140,train
7141,train
7142,validation
7143,train
7144,test
7145,train
7146,train
7147,test
7148,train
7149,validation
7150,train
7151,validation
7152,train
7153,train
7154,test
7155,test
7156,train
7157,test
7158,validation
7159,train
7160,train
7161,train
7162,test
7163,test
7164,train
7165,validation
7166,validation
7167,validation
7168,test
7169,train
7170,test
7171,train
7172,test
7173,validation
7174,train
7175,test
7176,train
7177,train
7178,train
7179,validation
7180,validation
7181,train
7182,validation
7183,train
7184,validation
7185,validation
7186,train
7187,train
7188,test
7189,train
7190,validation
7191,test
7192,validation
7193,validation
7194,validation
7195,test
7196,test
7197,validation
7198,test
7199,train
7200,train
7201,train
7202,train
7203,train
7204,train
7205,train
7206,validation
7207,test
7208,train
7209,train
7210,train
7211,validation
7212,train
7213,train
7214,train
7215,train
7216,train
7217,validation
7218,train
7219,train
7220,train
7221,train
7222,train
7223,validation
7224,train
7225,train
7226,train
7227,train
7228,validation
7229,train
7230,train
7231,train
7232,test
7233,test
7234,validation
7235,train
7236,test
7237,validation
7238,train
7239,train
7240,train
7241,test
7242,train
7243,test
7244,train
7245,validation
7246,train
7247,test
7248,train
7249,train
7250,validation
7251,validation
7252,validation
7253,train
7254,train
7255,test
7256,test
7257,train
7258,test
7259,train
7260,test
7261,train
7262,train
7263,train
7264,validation
7265,validation
7266,test
7267,validation
7268,train
7269,test
7270,test
7271,train
7272,train
7273,train
7274,validation
7275,train
7276,train
7277,train
7278,train
7279,train
7280,validation
7281,validation
7282,train
7283,test
7284,train
7285,test
7286,train
7287,train
7288,train
7289,test
7290,test
7291,train
7292,train
7293,train
7294,train
7295,train
7296,train
7297,validation
7298,test
7299,test
7300,validation
7301,train
7302,train
7303,train
7304,train
7305,test
7306,train
7307,train
7308,train
7309,validation
7310,validation
7311,train
7312,validation
7313,validation
7314,test
7315,test
7316,train
7317,test
7318,validation
7319,train
7320,test
7321,train
7322,test
7323,validation
7324,train
7325,train
7326,validation
7327,test
7328,validation
7329,train
7330,validation
7331,validation
7332,train
7333,test
7334,test
7335,train
7336,train
7337,train
7338,train
7339,train
7340,train
7341,validation
7342,test
7343,train
7344,train
7345,train
7346,validation
7347,test
7348,train
7349,train
7350,train
7351,validation
7352,train
7353,validation
7354,test
7355,train
7356,train
7357,validation
7358,train
7359,test
7360,train
7361,validation
7362,validation
7363,validation
7364,train
7365,train
7366,validation
7367,train
7368,train
7369,validation
7370,test
7371,train
7372,train
7373,test
7374,train
7375,test
7376,train
7377,test
7378,validation
7379,train
7380,validation
7381,train
7382,train
7383,train
7384,train
7385,train
7386,train
7387,train
7388,train
7389,validation
7390,train
7391,test
7392,train
7393,train
7394,test
7395,train
7396,train
7397,validation
7398,train
7399,validation
7400,train
7401,test
7402,test
7403,test
7404,train
7405,test
7406,train
7407,train
7408,train
7409,validation
7410,train
7411,test
7412,train
7413,test
7414,train
7415,train
7416,train
7417,test
7418,train
7419,test
7420,train
7421,test
7422,train
7423,train
7424,train
7425,train
7426,train
7427,train
7428,train
7429,train
7430,train
7431,validation
7432,train
7433,train
7434,test
7435,validation
7436,train
7437,test
7438,validation
7439,test
7440,train
7441,validation
7442,test
7443,train
7444,validation
7445,test
7446,train
7447,train
7448,train
7449,test
7450,train
7451,validation
7452,train
7453,validation
7454,test
7455,validation
7456,train
7457,train
7458,train
7459,train
7460,train
7461,test
7462,validation
7463,train
7464,test
7465,train
7466,train
7467,test
7468,train
7469,validation
7470,train
7471,validation
7472,test
7473,train
7474,validation
7475,train
7476,train
7477,test
7478,test
7479,train
7480,validation
7481,train
7482,train
7483,validation
7484,validation
7485,validation
7486,validation
7487,train
7488,test
7489,validation
7490,test
7491,validation
7492,validation
7493,train
7494,train
7495,validation
7496,train
7497,validation
7498,train
7499,test
7500,train
7501,validation
7502,train
7503,train
7504,validation
7505,train
7506,test
7507,validation
7508,train
7509,train
7510,train
7511,train
7512,test
7513,train
7514,validation
7515,train
7516,validation
7517,test
7518,test
7519,train
7520,train
7521,validation
7522,validation
7523,validation
7524,train
7525,train
7526,train
7527,train
7528,test
7529,train
7530,train
7531,test
7532,validation
7533,train
7534,test
7535,validation
7536,validation
7537,test
7538,validation
7539,train
7540,train
7541,test
7542,train
7543,test
7544,train
7545,train
7546,train
7547,train
7548,test
7549,validation
7550,train
7551,train
7552,train
7553,validation
7554,train
7555,train
7556,train
7557,validation
7558,train
7559,train
7560,validation
7561,train
7562,train
7563,test
7564,train
7565,train
7566,train
7567,test
7568,train
7569,train
7570,train
7571,train
7572,train
7573,validation
7574,train
7575,train
7576,test
7577,train
7578,train
7579,train
7580,train
7581,test
7582,validation
7583,train
7584,train
7585,train
7586,train
7587,validation
7588,train
7589,validation
7590,test
7591,train
7592,train
7593,test
7594,test
7595,validation
7596,train
7597,test
7598,train
7599,train
7600,train
7601,validation
7602,validation
7603,test
7604,train
7605,test
7606,train
7607,test
7608,train
7609,train
7610,train
7611,train
7612,test
7613,test
7614,train
7615,train
7616,train
7617,train
7618,test
7619,train
7620,train
7621,train
7622,train
7623,train
7624,validation
7625,train
7626,train
7627,train
7628,train
7629,train
7630,validation
7631,train
7632,validation
7633,train
7634,train
7635,validation
7636,train
7637,test
7638,train
7639,train
7640,train
7641,train
7642,train
7643,train
7644,train
7645,train
7646,validation
7647,train
7648,train
7649,train
7650,train
7651,validation
7652,train
7653,test
7654,train
7655,test
7656,validation
7657,train
7658,test
7659,train
7660,test
7661,test
7662,train
7663,train
7664,train
7665,train
7666,test
7667,train
7668,train
7669,test
7670,train
7671,validation
7672,validation
7673,train
7674,train
7675,train
7676,train
7677,train
7678,train
7679,test
7680,train
7681,validation
7682,test
7683,validation
7684,train
7685,train
7686,train
7687,train
7688,validation
7689,validation
7690,train
7691,train
7692,train
7693,train
7694,train
7695,train
7696,validation
7697,test
7698,train
7699,validation
7700,train
7701,train
7702,train
7703,train
7704,validation
7705,test
7706,validation
7707,validation
7708,train
7709,train
7710,validation
7711,train
7712,test
7713,train
7714,test
7715,train
7716,test
7717,test
7718,train
7719,train
7720,test
7721,train
7722,train
7723,train
7724,train
7725,train
7726,train
7727,train
7728,train
7729,test
7730,train
7731,train
7732,train
7733,validation
7734,validation
7735,train
7736,train
7737,train
7738,train
7739,train
7740,validation
7741,train
7742,train
7743,train
7744,train
7745,train
7746,validation
7747,train
7748,train
7749,train
7750,test
7751,test
7752,train
7753,validation
7754,train
7755,validation
7756,train
7757,validation
7758,train
7759,train
7760,test
7761,train
7762,train
7763,train
7764,train
7765,validation
7766,train
7767,train
7768,train
7769,train
7770,train
7771,train
7772,train
7773,train
7774,test
7775,train
7776,train
7777,test
7778,test
7779,test
7780,train
7781,train
7782,validation
7783,train
7784,train
7785,test
7786,test
7787,train
7788,train
7789,train
7790,train
7791,train
7792,train
7793,train
7794,validation
7795,test
7796,test
7797,train
7798,train
7799,test
7800,validation
7801,validation
7802,train
7803,test
7804,train
7805,train
7806,validation
7807,train
7808,validation
7809,train
7810,train
7811,train
7812,train
7813,train
7814,train
7815,test
7816,validation
7817,validation
7818,train
7819,validation
7820,validation
7821,train
7822,train
7823,train
7824,validation
7825,train
7826,validation
7827,validation
7828,train
7829,validation
7830,train
7831,validation
7832,train
7833,validation
7834,train
7835,validation
7836,train
7837,validation
7838,test
7839,train
7840,train
7841,test
7842,train
7843,validation
7844,train
7845,train
7846,validation
7847,train
7848,train
7849,train
7850,validation
7851,validation
7852,test
7853,validation
7854,train
7855,train
7856,test
7857,train
7858,test
7859,validation
7860,train
7861,train
7862,validation
7863,train
7864,test
7865,train
7866,train
7867,test
7868,validation
7869,train
7870,train
7871,train
7872,train
7873,validation
7874,train
7875,train
7876,train
7877,validation
7878,validation
7879,train
7880,train
7881,validation
7882,train
7883,validation
7884,train
7885,test
7886,train
7887,train
7888,train
7889,train
7890,train
7891,test
7892,test
7893,validation
7894,train
7895,validation
7896,validation
7897,validation
7898,validation
7899,train
7900,train
7901,validation
7902,train
7903,train
7904,test
7905,validation
7906,train
7907,train
7908,train
7909,train
7910,train
7911,train
7912,train
7913,validation
7914,train
7915,test
7916,test
7917,train
7918,test
7919,validation
7920,train
7921,validation
7922,test
7923,train
7924,train
7925,train
7926,train
7927,train
7928,train
7929,test
7930,validation
7931,train
7932,test
7933,validation
7934,train
7935,test
7936,train
7937,train
7938,test
7939,test
7940,train
7941,validation
7942,train
7943,train
7944,train
7945,validation
7946,test
7947,train
7948,test
7949,train
7950,train
7951,train
7952,validation
7953,train
7954,train
7955,train
7956,test
7957,train
7958,train
7959,test
7960,test
7961,train
7962,train
7963,validation
7964,train
7965,train
7966,train
7967,validation
7968,train
7969,train
7970,train
7971,validation
7972,train
7973,train
7974,test
7975,test
7976,validation
7977,train
7978,train
7979,train
7980,train
7981,train
7982,train
7983,test
7984,train
7985,train
7986,train
7987,train
7988,validation
7989,train
7990,train
7991,train
7992,train
7993,train
7994,train
7995,train
7996,validation
7997,validation
7998,train
7999,train
8000,validation
8001,train
8002,validation
8003,train
8004,test
8005,test
8006,train
8007,train
8008,train
8009,train
8010,train
8011,train
8012,train
8013,train
8014,train
8015,validation
8016,train
8017,train
8018,train
8019,train
8020,train
8021,test
8022,validation
8023,test
8024,validation
8025,train
8026,train
8027,validation
8028,validation
8029,train
8030,train
8031,train
8032,train
8033,validation
8034,test
8035,train
8036,train
8037,train
8038,test
8039,train
8040,train
8041,train
8042,train
8043,train
8044,test
8045,test
8046,train
8047,test
8048,validation
8049,test
8050,train
8051,train
8052,validation
8053,train
8054,train
8055,train
8056,test
8057,train
8058,validation
8059,train
8060,train
8061,validation
8062,test
8063,train
8064,validation
8065,test
8066,train
8067,test
8068,train
8069,train
8070,train
8071,train
8072,test
8073,test
8074,validation
8075,train
8076,test
8077,train
8078,train
8079,train
8080,train
8081,test
8082,validation
8083,train
8084,train
8085,train
8086,test
8087,train
8088,train
8089,train
8090,train
8091,test
8092,test
8093,validation
8094,train
8095,train
8096,train
8097,train
8098,validation
8099,train
8100,train
8101,test
8102,train
8103,train
8104,train
8105,validation
8106,train
8107,train
8108,test
8109,train
8110,train
8111,validation
8112,validation
8113,validation
8114,train
8115,validation
8116,train
8117,test
8118,test
8119,test
8120,test
8121,test
8122,test
8123,train
8124,train
8125,train
8126,train
8127,train
8128,train
8129,test
8130,test
8131,train
8132,train
8133,train
8134,train
8135,train
8136,train
8137,train
8138,validation
8139,train
8140,train
8141,train
8142,test
8143,train
8144,test
8145,train
8146,validation
8147,test
8148,test
8149,test
8150,test
8151,validation
8152,train
8153,validation
8154,validation
8155,train
8156,train
8157,train
8158,train
8159,validation
8160,train
8161,train
8162,validation
8163,validation
8164,validation
8165,test
8166,train
8167,validation
8168,train
8169,validation
8170,test
8171,test
8172,test
8173,validation
8174,train
8175,train
8176,test
8177,train
8178,validation
8179,test
8180,train
8181,test
8182,train
8183,train
8184,test
8185,validation
8186,train
8187,test
8188,test
8189,validation
8190,validation
8191,train
8192,train
8193,train
8194,validation
8195,train
8196,train
8197,train
8198,validation
8199,test
8200,train
8201,train
8202,train
8203,train
8204,train
8205,test
8206,validation
8207,test
8208,train
8209,train
8210,train
8211,train
8212,train
8213,train
8214,train
8215,test
8216,validation
8217,validation
8218,validation
8219,test
8220,validation
8221,test
8222,train
8223,validation
8224,validation
8225,test
8226,train
8227,test
8228,test
8229,validation
8230,train
8231,train
8232,train
8233,train
8234,validation
8235,train
8236,train
8237,train
8238,train
8239,train
8240,train
8241,train
8242,train
8243,train
8244,train
8245,validation
8246,train
8247,train
8248,train
8249,validation
8250,train
8251,train
8252,validation
8253,train
8254,test
8255,test
8256,validation
8257,train
8258,train
8259,train
8260,test
8261,train
8262,validation
8263,train
8264,validation
8265,validation
8266,train
8267,test
8268,validation
8269,train
8270,train
8271,train
8272,train
8273,test
8274,test
8275,validation
8276,train
8277,train
8278,train
8279,train
8280,test
8281,train
8282,train
8283,train
8284,test
8285,train
8286,train
8287,validation
8288,train
8289,test
8290,train
8291,test
8292,train
8293,test
8294,train
8295,train
8296,test
8297,train
8298,train
8299,train
8300,test
8301,train
8302,test
8303,validation
8304,train
8305,train
8306,validation
8307,train
8308,train
8309,train
8310,train
8311,test
8312,train
8313,test
8314,train
8315,train
8316,train
8317,test
8318,test
8319,train
8320,train
8321,test
8322,train
8323,train
8324,train
8325,test
8326,train
8327,train
8328,train
8329,train
8330,validation
8331,train
8332,test
8333,train
8334,validation
8335,train
8336,validation
8337,train
8338,train
8339,validation
8340,validation
8341,train
8342,train
8343,train
8344,test
8345,train
8346,train
8347,train
8348,train
8349,train
8350,test
8351,validation
8352,test
8353,train
8354,train
8355,test
8356,train
8357,test
8358,validation
8359,train
8360,train
8361,validation
8362,train
8363,validation
8364,train
8365,validation
8366,validation
8367,train
8368,train
8369,train
8370,train
8371,train
8372,train
8373,test
8374,train
8375,train
8376,train
8377,train
8378,train
8379,test
8380,validation
8381,train
8382,train
8383,validation
8384,train
8385,train
8386,validation
8387,train
8388,train
8389,test
8390,train
8391,validation
8392,train
8393,validation
8394,train
8395,train
8396,validation
8397,train
8398,train
8399,train
8400,train
8401,test
8402,validation
8403,train
8404,test
